term,replacement
EC 1−13−11−41,2 4′-Dihydroxyacetophenone dioxygenase
EC 1.13.11.41,2 4′-Dihydroxyacetophenone dioxygenase
2 5-Diaminovalerate transaminase,2 5-Diaminovalerate transaminase
EC 2−6−1−8,2 5-Diaminovalerate transaminase
Diamino-acid transaminase,2 5-Diaminovalerate transaminase
Diamino-acid aminotransferase,2 5-Diaminovalerate transaminase
EC 2.6.1.8,2 5-Diaminovalerate transaminase
2 5-Dihydroxypyridine 5 6-dioxygenase,2 5-Dihydroxypyridine 5 6-dioxygenase
EC 1−13−11−9,2 5-Dihydroxypyridine 5 6-dioxygenase
EC 1.13.11.9,2 5-Dihydroxypyridine 5 6-dioxygenase
2 5-Dioxopiperazine hydrolase,2 5-Dioxopiperazine hydrolase
EC 3−5−2−13,2 5-Dioxopiperazine hydrolase
Cyclo(Gly-Gly) hydrolase,2 5-Dioxopiperazine hydrolase
EC 3.5.2.13,2 5-Dioxopiperazine hydrolase
2 5-Dioxovalerate dehydrogenase,2 5-Dioxovalerate dehydrogenase
EC 1−2−1−26,2 5-Dioxovalerate dehydrogenase
EC 1.2.1.26,2 5-Dioxovalerate dehydrogenase
2 6-β-Fructan 6-levanbiohydrolase,2 6-β-Fructan 6-levanbiohydrolase
EC 3−2−1−64,2 6-β-Fructan 6-levanbiohydrolase
2 6-β-D-Fructan 6-levanbiohydrolase,2 6-β-Fructan 6-levanbiohydrolase
EC 3.2.1.64,2 6-β-Fructan 6-levanbiohydrolase
2 6-Dihydroxypyridine 3-monooxygenase,2 6-Dihydroxypyridine 3-monooxygenase
EC 1−14−13−10,2 6-Dihydroxypyridine 3-monooxygenase
EC 1.14.13.10,2 6-Dihydroxypyridine 3-monooxygenase
2 6-Dioxo-6-phenylhexa-3-enoate hydrolase,2 6-Dioxo-6-phenylhexa-3-enoate hydrolase
EC 3−7−1−8,2 6-Dioxo-6-phenylhexa-3-enoate hydrolase
EC 3.7.1.8,2 6-Dioxo-6-phenylhexa-3-enoate hydrolase
2-(Acetamidomethylene) succinate hydrolase,2-(Acetamidomethylene) succinate hydrolase
EC 3−5−1−29,2-(Acetamidomethylene) succinate hydrolase
α-(Acetamidomethylene) succinate hydrolase,2-(Acetamidomethylene) succinate hydrolase
EC 3.5.1.29,2-(Acetamidomethylene) succinate hydrolase
2-Acetolactate mutase,2-Acetolactate mutase
EC 5−4−99−3,2-Acetolactate mutase
EC 5.4.99.3,2-Acetolactate mutase
2-Acylglycerol-3-phosphate O-acyltransferase,2-Acylglycerol-3-phosphate O-acyltransferase
EC 2−3−1−52,2-Acylglycerol-3-phosphate O-acyltransferase
2-Acylglycerophosphate acyltransferase,2-Acylglycerol-3-phosphate O-acyltransferase
EC 2.3.1.52,2-Acylglycerol-3-phosphate O-acyltransferase
2-Acylglycerol O-acyltransferase,2-Acylglycerol O-acyltransferase
EC 2−3−1−22,2-Acylglycerol O-acyltransferase
Acylglycerol palmitoyltransferase,2-Acylglycerol O-acyltransferase
Monoglyceride acyltransferase,2-Acylglycerol O-acyltransferase
EC 2.3.1.22,2-Acylglycerol O-acyltransferase
2-Acylglycerophosphocholine O-acyltransferase,2-Acylglycerophosphocholine O-acyltransferase
EC 2−3−1−62,2-Acylglycerophosphocholine O-acyltransferase
2-Acylglycerophosphocholine acyltransferase,2-Acylglycerophosphocholine O-acyltransferase
EC 2.3.1.62,2-Acylglycerophosphocholine O-acyltransferase
2-Alkyn-1-ol dehydrogenase,2-Alkyn-1-ol dehydrogenase
EC 1−1−1−165,2-Alkyn-1-ol dehydrogenase
EC 1.1.1.165,2-Alkyn-1-ol dehydrogenase
2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EC 2−7−6−3,2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EC 2.7.6.3,2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
Diphosphotransferases,Diphosphotransferases
EC 2−7−6.,Diphosphotransferases
EC 2.7.6.,Diphosphotransferases
2-Aminoadipate transaminase,2-Aminoadipate transaminase
EC 2−6−1−39,2-Aminoadipate transaminase
2-Aminoadipate aminotransferase,2-Aminoadipate transaminase
EC 2.6.1.39,2-Aminoadipate transaminase
2-Aminobenzenesulfonate 2 3-dioxygenase,2-Aminobenzenesulfonate 2 3-dioxygenase
EC 1−14−12−14,2-Aminobenzenesulfonate 2 3-dioxygenase
2-Amino-sulfobenzene 2 3-dioxygenase,2-Aminobenzenesulfonate 2 3-dioxygenase
2-Aminosulfobenzene 2 3-dioxygenase,2-Aminobenzenesulfonate 2 3-dioxygenase
EC 1.14.12.14,2-Aminobenzenesulfonate 2 3-dioxygenase
(2-Aminoethyl)phosphonate-pyruvate transaminase,(2-Aminoethyl)phosphonate-pyruvate transaminase
EC 2−6−1−37,(2-Aminoethyl)phosphonate-pyruvate transaminase
(2-Aminoethyl)phosphonate transaminase,(2-Aminoethyl)phosphonate-pyruvate transaminase
(2-Aminoethyl)phosphonate aminotransferase,(2-Aminoethyl)phosphonate-pyruvate transaminase
EC 2.6.1.37,(2-Aminoethyl)phosphonate-pyruvate transaminase
2-Aminohexanoate transaminase,2-Aminohexanoate transaminase
EC 2−6−1−67,2-Aminohexanoate transaminase
Norleucine transaminase,2-Aminohexanoate transaminase
EC 2.6.1.67,2-Aminohexanoate transaminase
2-Carboxy-D-arabinitol-1-phosphatase,2-Carboxy-D-arabinitol-1-phosphatase
EC 3−1−3−63,2-Carboxy-D-arabinitol-1-phosphatase
EC 3.1.3.63,2-Carboxy-D-arabinitol-1-phosphatase
Phosphoric monoester hydrolases,Phosphoric monoester hydrolases
EC 3−1−3.,Phosphoric monoester hydrolases
Phosphatases,Phosphoric monoester hydrolases
EC 3.1.3.,Phosphoric monoester hydrolases
2-Chloro-4-carboxymethylenebut-2-en-1 4-olide isomerase,2-Chloro-4-carboxymethylenebut-2-en-1 4-olide isomerase
EC 5−2−1−10,2-Chloro-4-carboxymethylenebut-2-en-1 4-olide isomerase
EC 5.2.1.10,2-Chloro-4-carboxymethylenebut-2-en-1 4-olide isomerase
cis-trans-Isomerases,cis-trans-Isomerases
EC 5−2.,cis-trans-Isomerases
EC 5.2.,cis-trans-Isomerases
2-Chlorobenzoate 1 2-dioxygenase,2-Chlorobenzoate 1 2-dioxygenase
EC 1−14−12−13,2-Chlorobenzoate 1 2-dioxygenase
EC 1.14.12.13,2-Chlorobenzoate 1 2-dioxygenase
2-Coumarate O-β-glucosyltransferase,2-Coumarate O-β-glucosyltransferase
EC 2−4−1−114,2-Coumarate O-β-glucosyltransferase
EC 2.4.1.114,2-Coumarate O-β-glucosyltransferase
2-Dehydro-3-deoxy-6-phosphogalactonate aldolase,2-Dehydro-3-deoxy-6-phosphogalactonate aldolase
EC 4−1−2−21,2-Dehydro-3-deoxy-6-phosphogalactonate aldolase
6-Phospho-2-keto-3-deoxygalactonate aldolase,2-Dehydro-3-deoxy-6-phosphogalactonate aldolase
EC 4.1.2.21,2-Dehydro-3-deoxy-6-phosphogalactonate aldolase
2-Dehydro-3-deoxy-D-gluconate 5-dehydrogenase,2-Dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EC 1−1−1−127,2-Dehydro-3-deoxy-D-gluconate 5-dehydrogenase
2-Keto-3-deoxy-D-gluconate dehydrogenase [NAD(P)+],2-Dehydro-3-deoxy-D-gluconate 5-dehydrogenase
2-Keto-3-deoxygluconate 5-dehydrogenase,2-Dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EC 1.1.1.127,2-Dehydro-3-deoxy-D-gluconate 5-dehydrogenase
2-Dehydro-3-deoxy-D-gluconate 6-dehydrogenase,2-Dehydro-3-deoxy-D-gluconate 6-dehydrogenase
EC 1−1−1−126,2-Dehydro-3-deoxy-D-gluconate 6-dehydrogenase
2-Keto-3-deoxy-D-gluconate dehydrogenase,2-Dehydro-3-deoxy-D-gluconate 6-dehydrogenase
EC 1.1.1.126,2-Dehydro-3-deoxy-D-gluconate 6-dehydrogenase
2-Dehydro-3-deoxy-D-pentonate aldolase,2-Dehydro-3-deoxy-D-pentonate aldolase
EC 4−1−2−28,2-Dehydro-3-deoxy-D-pentonate aldolase
2-Keto-3-deoxy-D-pentonate aldolase,2-Dehydro-3-deoxy-D-pentonate aldolase
EC 4.1.2.28,2-Dehydro-3-deoxy-D-pentonate aldolase
2-Dehydro-3-deoxy-L-arabinonate dehydratase,2-Dehydro-3-deoxy-L-arabinonate dehydratase
EC 4−2−1−43,2-Dehydro-3-deoxy-L-arabinonate dehydratase
2-Keto-3-deoxy-L-arabinonate dehydratase,2-Dehydro-3-deoxy-L-arabinonate dehydratase
EC 4.2.1.43,2-Dehydro-3-deoxy-L-arabinonate dehydratase
2-Dehydro-3-deoxy-L-pentonate aldolase,2-Dehydro-3-deoxy-L-pentonate aldolase
EC 4−1−2−18,2-Dehydro-3-deoxy-L-pentonate aldolase
2-Keto-3-deoxy-L-pentonate aldolase,2-Dehydro-3-deoxy-L-pentonate aldolase
2-Keto-3-deoxy-L-arabinonate aldolase,2-Dehydro-3-deoxy-L-pentonate aldolase
EC 4.1.2.18,2-Dehydro-3-deoxy-L-pentonate aldolase
2-Dehydro-3-deoxygalactonokinase,2-Dehydro-3-deoxygalactonokinase
EC 2−7−1−58,2-Dehydro-3-deoxygalactonokinase
2-Keto-3-deoxygalactonate kinase,2-Dehydro-3-deoxygalactonokinase
2-Keto-3-deoxy-galactonokinase,2-Dehydro-3-deoxygalactonokinase
EC 2.7.1.58,2-Dehydro-3-deoxygalactonokinase
2-Dehydro-3-deoxyglucarate aldolase,2-Dehydro-3-deoxyglucarate aldolase
EC 4−1−2−20,2-Dehydro-3-deoxyglucarate aldolase
2-keto-3-deoxyglucarate aldolase,2-Dehydro-3-deoxyglucarate aldolase
2-keto-3-deoxy-D-glucarate aldolase,2-Dehydro-3-deoxyglucarate aldolase
EC 4.1.2.20,2-Dehydro-3-deoxyglucarate aldolase
2-Dehydro-3-deoxygluconokinase,2-Dehydro-3-deoxygluconokinase
EC 2−7−1−45,2-Dehydro-3-deoxygluconokinase
2-Keto-3-deoxygluconokinase,2-Dehydro-3-deoxygluconokinase
EC 2.7.1.45,2-Dehydro-3-deoxygluconokinase
2-Dehydro-3-deoxyphosphogluconate aldolase,2-Dehydro-3-deoxyphosphogluconate aldolase
EC 4−1−2−14,2-Dehydro-3-deoxyphosphogluconate aldolase
Phospho-2-keto-3-deoxygluconate aldolase,2-Dehydro-3-deoxyphosphogluconate aldolase
EC 4.1.2.14,2-Dehydro-3-deoxyphosphogluconate aldolase
2-dehydro-3-deoxyphosphoheptonate aldolase,2-dehydro-3-deoxyphosphoheptonate aldolase
EC 4−1−2−15,2-dehydro-3-deoxyphosphoheptonate aldolase
DHAP synthase,2-dehydro-3-deoxyphosphoheptonate aldolase
Phospho-2-keto-3-deoxyheptonate aldolase,2-dehydro-3-deoxyphosphoheptonate aldolase
KDPH synthetase,2-dehydro-3-deoxyphosphoheptonate aldolase
EC 4.1.2.15,2-dehydro-3-deoxyphosphoheptonate aldolase
2-Dehydro-3-deoxyphosphooctonate aldolase,2-Dehydro-3-deoxyphosphooctonate aldolase
EC 4−1−2−16,2-Dehydro-3-deoxyphosphooctonate aldolase
Phospho-2-keto-3-deoxyoctonate aldolase,2-Dehydro-3-deoxyphosphooctonate aldolase
EC 4.1.2.16,2-Dehydro-3-deoxyphosphooctonate aldolase
2-Dehydropantoate 2-reductase,2-Dehydropantoate 2-reductase
EC 1−1−1−169,2-Dehydropantoate 2-reductase
EC 1.1.1.169,2-Dehydropantoate 2-reductase
2-Dehydropantoyl-lactone reductase (A-specific),2-Dehydropantoyl-lactone reductase (A-specific)
EC 1−1−1−168,2-Dehydropantoyl-lactone reductase (A-specific)
EC 1.1.1.168,2-Dehydropantoyl-lactone reductase (A-specific)
2-Dehydropantoyl-lactone reductase (B-specific),2-Dehydropantoyl-lactone reductase (B-specific)
EC 1−1−1−214,2-Dehydropantoyl-lactone reductase (B-specific)
EC 1.1.1.214,2-Dehydropantoyl-lactone reductase (B-specific)
2-Deoxy-D-gluconate 3-dehydrogenase,2-Deoxy-D-gluconate 3-dehydrogenase
EC 1−1−1−125,2-Deoxy-D-gluconate 3-dehydrogenase
2-Deoxy-D-gluconate dehydrogenase,2-Deoxy-D-gluconate 3-dehydrogenase
EC 1.1.1.125,2-Deoxy-D-gluconate 3-dehydrogenase
2-Deoxyglucose-6-phosphatase,2-Deoxyglucose-6-phosphatase
EC 3-1-3-68,2-Deoxyglucose-6-phosphatase
2-Deoxyglucose-6-phosphate phosphatase,2-Deoxyglucose-6-phosphatase
EC 3.1.3.68,2-Deoxyglucose-6-phosphatase
2-Deoxyglucosidase,2-Deoxyglucosidase
EC 3−2−1−112,2-Deoxyglucosidase
EC 3.2.1.112,2-Deoxyglucosidase
2-Enoate reductase,2-Enoate reductase
EC 1−3−1−31,2-Enoate reductase
Enoate reductase,2-Enoate reductase
EC 1.3.1.31,2-Enoate reductase
2-Ethylmalate synthase,2-Ethylmalate synthase
EC 4−1−3−33,2-Ethylmalate synthase
EC 4.1.3.33,2-Ethylmalate synthase
2-Furoate-CoA ligase,2-Furoate-CoA ligase
EC 6−2−1−31,2-Furoate-CoA ligase
EC 6.2.1.31,2-Furoate-CoA ligase
Carbon-sulfur ligases,Carbon-sulfur ligases
EC 6−2.,Carbon-sulfur ligases
Carbon-sulphur ligases,Carbon-sulfur ligases
EC 6.2.,Carbon-sulfur ligases
2-Furoyl-CoA dehydrogenase,2-Furoyl-CoA dehydrogenase
EC 1−3−99−8,2-Furoyl-CoA dehydrogenase
Furoyl-CoA hydroxylase,2-Furoyl-CoA dehydrogenase
EC 1.3.99.8,2-Furoyl-CoA dehydrogenase
2-Haloacid dehalogenase,2-Haloacid dehalogenase
EC 3−8−1−2,2-Haloacid dehalogenase
EC 3.8.1.2,2-Haloacid dehalogenase
2-Hexadecenal reductase,2-Hexadecenal reductase
EC 1−3−1−27,2-Hexadecenal reductase
2-Alkenal reductase,2-Hexadecenal reductase
EC 1.3.1.27,2-Hexadecenal reductase
2-Hydroxy-3-oxoadipate synthase,2-Hydroxy-3-oxoadipate synthase
EC 4−1−3−15,2-Hydroxy-3-oxoadipate synthase
2-Hydroxy-3-oxoadipate carboxylase,2-Hydroxy-3-oxoadipate synthase
EC 4.1.3.15,2-Hydroxy-3-oxoadipate synthase
2-Hydroxy-3-oxopropionate reductase,2-Hydroxy-3-oxopropionate reductase
EC 1−1−1−60,2-Hydroxy-3-oxopropionate reductase
Tartronate semialdehyde reductase,2-Hydroxy-3-oxopropionate reductase
EC 1.1.1.60,2-Hydroxy-3-oxopropionate reductase
2-Hydroxy-6-oxo-6-phenylhexa-2 4-dienoate reductase,2-Hydroxy-6-oxo-6-phenylhexa-2 4-dienoate reductase
EC 1−3−1−40,2-Hydroxy-6-oxo-6-phenylhexa-2 4-dienoate reductase
EC 1.3.1.40,2-Hydroxy-6-oxo-6-phenylhexa-2 4-dienoate reductase
2-Hydroxyacylsphingosine 1-β-galactosyltransferase,2-Hydroxyacylsphingosine 1-β-galactosyltransferase
EC 2−4−1−45,2-Hydroxyacylsphingosine 1-β-galactosyltransferase
UDPgalactose-2-hydroxyacylsphingosine galactosyltransferase,2-Hydroxyacylsphingosine 1-β-galactosyltransferase
EC 2.4.1.45,2-Hydroxyacylsphingosine 1-β-galactosyltransferase
2-Hydroxybiphenyl 3-monooxygenase,2-Hydroxybiphenyl 3-monooxygenase
EC 1−14−13−44,2-Hydroxybiphenyl 3-monooxygenase
EC 1.14.13.44,2-Hydroxybiphenyl 3-monooxygenase
2-Hydroxycyclohexanone 2-monooxygenase,2-Hydroxycyclohexanone 2-monooxygenase
EC 1-14-13-66,2-Hydroxycyclohexanone 2-monooxygenase
EC 1.14.13.66,2-Hydroxycyclohexanone 2-monooxygenase
2′-Hydroxydaidzein reductase,2′-Hydroxydaidzein reductase
EC 1−3−1−51,2′-Hydroxydaidzein reductase
EC 1.3.1.51,2′-Hydroxydaidzein reductase
2-Hydroxyglutarate dehydrogenase,2-Hydroxyglutarate dehydrogenase
EC 1−1−99−2,2-Hydroxyglutarate dehydrogenase
EC 1.1.99.2,2-Hydroxyglutarate dehydrogenase
2-Hydroxyglutarate synthase,2-Hydroxyglutarate synthase
EC 4−1−3−9,2-Hydroxyglutarate synthase
EC 4.1.3.9,2-Hydroxyglutarate synthase
2′-Hydroxyisoflavone reductase,2′-Hydroxyisoflavone reductase
EC 1−3−1−45,2′-Hydroxyisoflavone reductase
EC 1.3.1.45,2′-Hydroxyisoflavone reductase
2-(Hydroxymethyl)-3-(acetamidomethylene)succinate hydrolase,2-(Hydroxymethyl)-3-(acetamidomethylene)succinate hydrolase
EC 3−5−1−66,2-(Hydroxymethyl)-3-(acetamidomethylene)succinate hydrolase
EC 3.5.1.66,2-(Hydroxymethyl)-3-(acetamidomethylene)succinate hydrolase
2-Hydroxymuconate-semialdehyde hydrolase,2-Hydroxymuconate-semialdehyde hydrolase
EC 3−7−1−9,2-Hydroxymuconate-semialdehyde hydrolase
EC 3.7.1.9,2-Hydroxymuconate-semialdehyde hydrolase
2-Hydroxypyridine 5-monooxygenase,2-Hydroxypyridine 5-monooxygenase
EC 1−14−99−26,2-Hydroxypyridine 5-monooxygenase
EC 1.14.99.26,2-Hydroxypyridine 5-monooxygenase
2-Hydroxyquinoline 5 6-dioxygenase,2-Hydroxyquinoline 5 6-dioxygenase
EC 1−14−12−16,2-Hydroxyquinoline 5 6-dioxygenase
2-Oxo-1 2-dihydroxyquinoline 5 6-dioxygenase,2-Hydroxyquinoline 5 6-dioxygenase
Quinolin-2-ol 5 6-dioxygenase,2-Hydroxyquinoline 5 6-dioxygenase
Quinolin-2(1H)-one 5 6-dioxygenase,2-Hydroxyquinoline 5 6-dioxygenase
EC 1.14.12.16,2-Hydroxyquinoline 5 6-dioxygenase
2-Hydroxyquinoline 8-monooxygenase,2-Hydroxyquinoline 8-monooxygenase
EC 1−14−13−61,2-Hydroxyquinoline 8-monooxygenase
2-Oxo-1 2-dihydroquinoline 8-monooxygenase,2-Hydroxyquinoline 8-monooxygenase
EC 1.14.13.61,2-Hydroxyquinoline 8-monooxygenase
2-Isopropylmalate synthase,2-Isopropylmalate synthase
EC 4−1−3−12,2-Isopropylmalate synthase
EC 4.1.3.12,2-Isopropylmalate synthase
2-Methyl-branched-chain-enoyl-CoA reductase,2-Methyl-branched-chain-enoyl-CoA reductase
EC 1−3−1−52,2-Methyl-branched-chain-enoyl-CoA reductase
EC 1.3.1.52,2-Methyl-branched-chain-enoyl-CoA reductase
2-Methylacyl-CoA dehydrogenase,2-Methylacyl-CoA dehydrogenase
EC 1−3−99−12,2-Methylacyl-CoA dehydrogenase
Branched-chain acyl-CoA dehydrogenase,2-Methylacyl-CoA dehydrogenase
EC 1.3.99.12,2-Methylacyl-CoA dehydrogenase
2-Methylcitrate dehydratase,2-Methylcitrate dehydratase
EC 4−2−1−79,2-Methylcitrate dehydratase
EC 4.2.1.79,2-Methylcitrate dehydratase
2-Methylcitrate synthase,2-Methylcitrate synthase
EC 4−1−3−31,2-Methylcitrate synthase
Methylcitrate synthase,2-Methylcitrate synthase
EC 4.1.3.31,2-Methylcitrate synthase
2-Methyleneglutarate mutase,2-Methyleneglutarate mutase
EC 5−4−99−4,2-Methyleneglutarate mutase
EC 5.4.99.4,2-Methyleneglutarate mutase
2-Methylisocitrate dehydratase,2-Methylisocitrate dehydratase
EC 4-2-1-99,2-Methylisocitrate dehydratase
(2S 3R)-3-Hydroxybutane-1 2 3-tricarboxylate hydro-lyase,2-Methylisocitrate dehydratase
EC 4.2.1.99,2-Methylisocitrate dehydratase
2-Nitrophenol 2-monooxygenase,2-Nitrophenol 2-monooxygenase
EC 1−14−13−31,2-Nitrophenol 2-monooxygenase
EC 1.14.13.31,2-Nitrophenol 2-monooxygenase
2-Nitropropane dioxygenase,2-Nitropropane dioxygenase
EC 1−13−11−32,2-Nitropropane dioxygenase
Nitroalkane oxidase,2-Nitropropane dioxygenase
EC 1.13.11.32,2-Nitropropane dioxygenase
2-Oxoadipate reductase,2-Oxoadipate reductase
EC 1−1−1−172,2-Oxoadipate reductase
EC 1.1.1.172,2-Oxoadipate reductase
2-Oxoaldehyde dehydrogenase (NAD+),2-Oxoaldehyde dehydrogenase (NAD+)
EC 1−2−1−23,2-Oxoaldehyde dehydrogenase (NAD+)
2-Oxoaldehyde dehydrogenase,2-Oxoaldehyde dehydrogenase (NAD+)
EC 1.2.1.23,2-Oxoaldehyde dehydrogenase (NAD+)
2-Oxoaldehyde dehydrogenase (NADP+),2-Oxoaldehyde dehydrogenase (NADP+)
EC 1−2−1−49,2-Oxoaldehyde dehydrogenase (NADP+)
EC 1.2.1.49,2-Oxoaldehyde dehydrogenase (NADP+)
2-Oxobutyrate synthase,2-Oxobutyrate synthase
EC 1−2−7−2,2-Oxobutyrate synthase
EC 1.2.7.2,2-Oxobutyrate synthase
2-Oxoglutarate decarboxylase,2-Oxoglutarate decarboxylase
EC 4−1−1−71,2-Oxoglutarate decarboxylase
EC 4.1.1.71,2-Oxoglutarate decarboxylase
2-Oxoglutarate synthase,2-Oxoglutarate synthase
EC 1−2−7−3,2-Oxoglutarate synthase
EC 1.2.7.3,2-Oxoglutarate synthase
2-Oxoisovalerate dehydrogenase (acylating),2-Oxoisovalerate dehydrogenase (acylating)
EC 1−2−1−25,2-Oxoisovalerate dehydrogenase (acylating)
EC 1.2.1.25,2-Oxoisovalerate dehydrogenase (acylating)
2-Oxopent-4-enoate hydratase,2-Oxopent-4-enoate hydratase
EC 4−2−1−80,2-Oxopent-4-enoate hydratase
2-Keto-4-pentenoate hydratase,2-Oxopent-4-enoate hydratase
EC 4.2.1.80,2-Oxopent-4-enoate hydratase
2-Pyrone-4 6-dicarboxylate lactonase,2-Pyrone-4 6-dicarboxylate lactonase
EC 3−1−1−57,2-Pyrone-4 6-dicarboxylate lactonase
EC 3.1.1.57,2-Pyrone-4 6-dicarboxylate lactonase
2000,2000
2000-2010,2000-2010
2001,2001
2002,2002
2003,2003
2004,2004
2005,2005
2006,2006
2007,2007
2008,2008
2009,2009
2010,2010
2010-2020,2010-2020
2020,2020
2020-2030,2020-2030
2025,2025
2030-2040,2030-2040
2040-2050,2040-2050
2050,2050
20α-Hydroxysteroid dehydrogenase,20α-Hydroxysteroid dehydrogenase
EC 1−1−1−149,20α-Hydroxysteroid dehydrogenase
EC 1.1.1.149,20α-Hydroxysteroid dehydrogenase
21-Hydroxysteroid dehydrogenase (NAD+),21-Hydroxysteroid dehydrogenase (NAD+)
EC 1−1−1−150,21-Hydroxysteroid dehydrogenase (NAD+)
21-Hydroxysteroid dehydrogenase,21-Hydroxysteroid dehydrogenase (NAD+)
EC 1.1.1.150,21-Hydroxysteroid dehydrogenase (NAD+)
21-Hydroxysteroid dehydrogenase (NADP+),21-Hydroxysteroid dehydrogenase (NADP+)
EC 1−1−1−151,21-Hydroxysteroid dehydrogenase (NADP+)
EC 1.1.1.151,21-Hydroxysteroid dehydrogenase (NADP+)
22-Item Screening Scale,22-Item Screening Scale
24-Sterol C-methyltransferase,24-Sterol C-methyltransferase
EC 2−1−1−41,24-Sterol C-methyltransferase
Δ24-Sterol methyltransferase,24-Sterol C-methyltransferase
EC 2.1.1.41,24-Sterol C-methyltransferase
26-Item Scale Rutter,26-Item Scale Rutter
27-Hydroxycholesterol 7-α-monooxygenase,27-Hydroxycholesterol 7-α-monooxygenase
EC 1−14−13−60,27-Hydroxycholesterol 7-α-monooxygenase
27-Hydroxycholesterol 7-α-hydroxylase,27-Hydroxycholesterol 7-α-monooxygenase
EC 1.14.13.60,27-Hydroxycholesterol 7-α-monooxygenase
3′(2′) 5′-Bisphosphate nucleotidase,3′(2′) 5′-Bisphosphate nucleotidase
EC 3−1−3−7,3′(2′) 5′-Bisphosphate nucleotidase
Phosphoadenylate 3′-nucleotidase,3′(2′) 5′-Bisphosphate nucleotidase
3′-Phosphoadenylylsulfate 3′-phosphatase,3′(2′) 5′-Bisphosphate nucleotidase
3′-Phosphoadenylylsulphate 3′-phosphatase,3′(2′) 5′-Bisphosphate nucleotidase
EC 3.1.3.7,3′(2′) 5′-Bisphosphate nucleotidase
3 4-Dichloroaniline N-malonyltransferase,3 4-Dichloroaniline N-malonyltransferase
EC 2−3−1−114,3 4-Dichloroaniline N-malonyltransferase
EC 2.3.1.114,3 4-Dichloroaniline N-malonyltransferase
3 4-Dihydroxy-9 10-secoandrosta-1 3 5(10)-triene-9 17-dione 4 5-dioxygenase,3 4-Dihydroxy-9 10-secoandrosta-1 3 5(10)-triene-9 17-dione 4 5-dioxygenase
EC 1−13−11−25,3 4-Dihydroxy-9 10-secoandrosta-1 3 5(10)-triene-9 17-dione 4 5-dioxygenase
Steroid 4 5-dioxygenase,3 4-Dihydroxy-9 10-secoandrosta-1 3 5(10)-triene-9 17-dione 4 5-dioxygenase
3-Alkylcatechol 2 3-dioxygenase,3 4-Dihydroxy-9 10-secoandrosta-1 3 5(10)-triene-9 17-dione 4 5-dioxygenase
EC 1.13.11.25,3 4-Dihydroxy-9 10-secoandrosta-1 3 5(10)-triene-9 17-dione 4 5-dioxygenase
3 4-Dihydroxyphenylacetate 2 3-dioxygenase,3 4-Dihydroxyphenylacetate 2 3-dioxygenase
EC 1−13−11−15,3 4-Dihydroxyphenylacetate 2 3-dioxygenase
EC 1.13.11.15,3 4-Dihydroxyphenylacetate 2 3-dioxygenase
3 4-Dihydroxyphthalate decarboxylase,3 4-Dihydroxyphthalate decarboxylase
EC 4−1−1−69,3 4-Dihydroxyphthalate decarboxylase
EC 4.1.1.69,3 4-Dihydroxyphthalate decarboxylase
3 4-Dihydroxyquinoline 2 4-dioxygenase,3 4-Dihydroxyquinoline 2 4-dioxygenase
EC 1−13−99−5,3 4-Dihydroxyquinoline 2 4-dioxygenase
1H-3-Hydroxy-4-oxoquinoline 2 4-dioxygenase,3 4-Dihydroxyquinoline 2 4-dioxygenase
3-Hydroxy-4-oxo-1 4-dihydroquinoline 2 4-dioxygenase,3 4-Dihydroxyquinoline 2 4-dioxygenase
3-Hydroxy-4(1H)-one 2 4-dioxygenase,3 4-Dihydroxyquinoline 2 4-dioxygenase
Quinoline-3 4-diol 2 4-dioxygenase,3 4-Dihydroxyquinoline 2 4-dioxygenase
EC 1.13.99.5,3 4-Dihydroxyquinoline 2 4-dioxygenase
3′ 5′-Cyclic-GMP phosphodiesterase,3′ 5′-Cyclic-GMP phosphodiesterase
EC 3−1−4−35,3′ 5′-Cyclic-GMP phosphodiesterase
EC 3.1.4.35,3′ 5′-Cyclic-GMP phosphodiesterase
3′ 5′-Cyclic-nucleotide phosphodiesterase,3′ 5′-Cyclic-nucleotide phosphodiesterase
EC 3−1−4−17,3′ 5′-Cyclic-nucleotide phosphodiesterase
EC 3.1.4.17,3′ 5′-Cyclic-nucleotide phosphodiesterase
